IPAddress,Duration (in seconds),RecordedDate,ResponseId,LocationLatitude,LocationLongitude,PID,treatment,read timer_First Click,read timer_Last Click,read timer_Page Submit,read timer_Click Count,exp timer_First Click,exp timer_Last Click,exp timer_Page Submit,exp timer_Click Count,allocate1,allocate2,allocate3,timer token First Click,timer token Last Click,timer token Page Submit,timer token Click Count,why,timer why First Click,timerwhyLast Click,timerwhyPage Submit,timer whyClick Count,mancheck1,norms,norms timer_First Click,norms timer_Last Click,norms timer_Page Submit,norms timer_Click Count,EE1,belief timer First Click,belief timer Last Click,belief timer Page Submit,belief timer Click Count,RiskBattery_1,IE-4 LOC_1,IE-4 LOC_2,IE-4 LOC_3,IE-4 LOC_5,DUREL 1_1,DUREL 2,durel 3_1,durel 3_2,durel 3_3,heart,Age,politics,religaffil,otherreligion,arm,Total approvals,Age2,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
173.20.25.229,498,8/24/26 11:06,R_6jOPNrnpevgindG,30.3972,-86.8681,660c21b888db988a05a6afd2,placebo,18.937,36.957,40.732,11,2.785,12.736,14.698,15,10,30,60,2.446,19.804,24.602,8,I put a lot of weight in the idea that overall we truly dont and at this time cant really say what the actual truth is I think that scientists have a better case with their current theories and what they have observed versus the idea that there is some overall creator that consciously created the universe I think while that idea sounds nice it is much harder to verify,4.425,4.425,182.993,1,2,2,5.748,18.993,21.439,2,40,16.56,16.56,17.6,1,55,2,2,4,3,1,1,4,4,4,1,42,60,2,I grew up catholic and that has stuck with me for life Although I have strayed far from the religion a lot of the aspects still stick with me,3,6686,42,Male,White,United States,United States,United States,English,No,Full-Time
76.235.205.7,326,8/24/26 11:03,R_540NvFwqmLAm42c,41.6547,-83.485,660c9c1f2573830cbb45367a,placebo,1.585,17.3,25.875,16,0,0,11.337,0,70,15,15,2.3,18.756,22.14,5,I believe in God the father almighty and his son Jesus Christ God created the world Im not sure how that fits into the universe,2.985,2.985,81.159,1,3,4,5.43,12.278,13.141,4,77,7.14,7.14,7.901,1,41,2,3,4,2,8,4,2,2,2,1,54,48,1,Presbyterian,3,1857,54,Male,White,United States,United States,United States,English,No,Full-Time
172.56.69.152,340,8/24/26 11:06,R_1KwPbIH4sAD6X5V,33.8231,-84.3258,6654b7668e8642303bbc2fa7 ,placebo,0,0,22.051,0,0,0,12.035,0,50,50,0,12.331,12.331,22.115,1,I believe there is definitely a higher power controlling everything in the universe However I do think a lot of things rely and are explained by science It doesnt have to be completely one or the other answer to the question Therefore I chose 50 on one and 50 on the other,3.069,3.069,65.678,1,5,2,12.893,31.353,32.438,2,71,8.043,8.043,10.166,1,49,1,3,5,1,31,6,1,1,1,1,43,1,1,protestant christian,3,8238,43,Female,White,United States,United States,United States,English,No,Full-Time
73.253.247.69,574,8/24/26 11:09,R_110vlVhAEx8pB5R,42.232,-71.5361,6659a66af7c676a1655f8725,placebo,1.364,1.364,120.919,1,0,0,14.533,0,12,3,85,24.16,36.16,38.919,3,We can know a lot but the unknown will remain infinite We are only human and we have limitations There will always be something that is beyond our comprehension and that is not a problem,2.857,2.857,184.46,1,3,4,5.553,18.036,21.078,3,30,7.721,7.721,9.16,1,67,2,5,4,2,1,2,2,2,4,1,49,93,1,Protestant,3,7066,49,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
47.202.129.182,267,8/24/26 11:02,R_6KqEIaHY9BPZDQM,28.0684,-82.7593,6671e630d492b149069c46c1,placebo,0,0,32.838,0,0,0,4.663,0,80,10,10,10.22,16.39,19.266,3,For me I rather put most of the tokens on something I know and familiar with I dont wanted to put most of my tokens into something I am not as familiar with,0.892,50.645,52.213,7,4,2,3.875,8.899,9.502,2,71,6.485,6.485,7.158,1,22,4,2,4,4,5,2,3,2,2,1,28,7,4,Orthodox Christian,3,3029,28,Female,White,United States,United States,United States,English,No,Part-Time
76.169.34.77,369,8/24/26 11:02,R_5s49Ery63Zf5wGd,33.7164,-117.1465,66ad331d683af19852a9a424,placebo,0,0,36.697,0,0,0,11.631,0,15,35,50,9.923,26.355,29.229,3,I think that our lack of ability to know for sure led me to allocate 50 tokens to the unknown category I debated splitting the last two with 25 tokens each but I feel that the randomness of the universe is slightly more likely but I am not strongly confident because I just dont know,2.404,2.404,83.047,1,2,4,6.627,19.377,21.214,2,40,9.111,9.111,10.385,1,25,3,5,3,3,0,1,4,5,5,1,46,90,11,Agnostic I dont think we fully know what if any religion is the true religion and if god does or does not exist,3,1972,46,Male,White,United States,United States,United States,English,No,Full-Time
71.201.248.136,261,8/24/26 11:00,R_52KjFONDTpNfVuX,39.7627,-89.6225,66dd202b285bc0dd619694d8,placebo,0,0,16.13,0,0,0,8.977,0,80,10,10,13.786,21.368,21.807,4,I dont believe there is some greater cause for mankind other than to exist I think everything that happens is from a random occurrence and happening of chance If any minute quality was changed from an influential individual they may not have the impact they did Its all random and to try to predict or understand would be the epitome of insanity,1.829,104.266,106.301,7,3,4,3.424,9.222,9.635,3,33,9.282,9.282,10.107,1,30,2,4,5,2,0,1,4,4,4,1,31,88,5,luthern,3,413,31,Male,White,United States,United States,United States,English,No,Full-Time
104.3.79.118,357,8/24/26 11:03,R_6KPbUtNGxHJFv7b,28.0608,-80.6722,671a245a04fc6fe2e43d9182,placebo,25.822,25.822,54.542,1,0,0,29.155,0,0,90,10,17.89,24.167,26.993,2,I chose my answer because I believe in Science They have proof and evidence of the universe in many different forms,5.391,5.391,52.027,1,4,4,9.21,15.968,17.911,2,75,13.145,13.145,14.048,1,20,2,4,4,2,0,1,5,5,5,1,47,88,11,No reigion,3,1189,47,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
24.107.63.125,474,8/24/26 11:19,R_7gqm2Sbo3s7Mtoi,38.804,-90.8534,671bbaf1bec15d847b871b9b,placebo,0,0,27.253,0,0,0,5.24,0,60,30,10,10.131,34.357,38.503,4,I am a Christian and believe that God is the creator of the universe or at least there is an order to it I dont heavily think consciousness can be randomly created,31.672,91.148,119.965,3,2,4,35.697,46.672,54.907,2,81,10.151,10.151,11.072,1,59,3,4,4,1,8,5,3,2,1,1,34,41,1,Bible based,3,13871,34,Male,Black,Kenya,United States,Kenya,English,No,Full-Time
178.173.244.115,601,8/24/26 11:09,R_5YlGtEs9LuzY46p,34.0609,-118.2414,6734c699d11234d19b0be0ec,placebo,0,0,14.571,0,0,0,10.329,0,15,25,60,19.332,26.616,30.232,3,I gave the most tokens to Unknowable because I think questions about the ultimate origin and purpose of the universe cannot currently be answered with certainty I gave some weight to both possibilities while recognizing the limits of available evidence,34.313,34.313,46.375,1,2,4,27.474,28.633,30.786,2,20,12.904,15.144,15.946,2,40,5,4,5,3,3,2,4,4,4,1,36,19,7,Islam,3,5306,31,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
76.187.232.48,399,8/24/26 11:03,R_5mPGkh7FBMxc5NA,30.5154,-97.6689,6758c5f19c945b4a61c4d4a0,placebo,21.241,39.107,42.434,13,0,0,11.213,0,75,0,25,6.441,44.73,45.942,4,I completely believe in God but also know that are some unknown things out there and thats why I didnt do 100 tokens in one,3.209,3.619,36.742,2,3,2,8.57,17.753,20.019,7,60,11.367,14.225,15.348,3,71,1,2,4,2,28,6,5,5,4,1,48,77,1,Christian,3,1861,49,Female,Black,United States,United States,United States,English,No,Full-Time
97.203.160.228,226,8/24/26 11:00,R_6TNoEpwG0XZ3Hpy,40.0296,-74.8834,677bccba65784d9a5a876468,placebo,0,0,45.86,0,0,0,23.336,0,100,0,0,8.103,8.103,10.804,1,Everyone has red blood cells and we need them to work a certain way to live It provided facts,3.394,3.394,33.619,1,5,5,4.884,10.154,11.884,5,100,3.958,3.958,4.847,1,31,3,1,3,3,0,1,5,5,5,1,25,50,10,No religion but spirtual,3,1838,25,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
73.158.145.3,660,8/24/26 11:09,R_5aCEkTaOvewuc1z,37.26,-121.9173,678ff21fa8893f9d40bb501b,placebo,0,0,116.92,0,0,0,43.734,0,10,60,30,42.84,72.29,74.168,3,We really truly do not know the origins of where we come from we have very limited knowledge of where our existence comes from we do see things from space we have found that our DNA comes from space but we havent figured out where in space does it come from So there are a lot of different theories as to what could it possibly be but we do not have any definitive evidence of A source or anything of that nature or a bean or anything of that nature,13.488,134.766,149.287,5,2,4,19.103,44.472,45.278,2,65,18.304,18.304,19.503,1,35,2,3,4,3,0,2,3,2,2,1,60,50,11,A Gnostic,3,2982,60,Male,White,United States,United States,United States,English,No,Part-Time
68.37.28.32,352,8/24/26 11:03,R_7pU41Z6Jrzxvjm9,42.7594,-83.4086,680d2d86e66d1e2a91357982,placebo,8.741,41.061,44.122,9,0,0,14.589,0,10,70,20,13.078,35.311,36.233,6,How can one person being be the creator of an entire planet What about the rest of the universe What about unexplored space What about the dinosaurs It just makes sense that the world is just a natural creation,8.072,88.372,106.879,2,4,4,4.891,11.014,12.246,4,45,2.95,11.99,13.102,2,60,3,4,4,2,0,1,5,5,5,1,52,55,11,Not religious No affiliation or belief,3,4441,52,Male,White,United States,United States,United States,English,No,Full-Time
107.138.85.184,577,8/24/26 11:06,R_1ZWRBhtjcq5Jrar,37.3505,-95.2568,6929d6581f54fd39c4c59891,placebo,0,0,50.838,0,0,0,16.471,0,100,0,0,10.514,10.514,35.456,1,I believe entirely in a Creator of the universe for everything to be here today Considering how complicated living organisms are I see it as impossible to have formed by chance All creation tells us a lot about the qualities of the Almighty God,8.809,130.21,136.569,2,4,2,7.904,35.362,38.788,3,20,14.12,14.12,18.425,1,15,2,2,4,1,14,6,2,1,2,1,21,50,5,Jehovahs Witnesses,3,2110,21,Female,Mixed,United States,United States,United States,English,No,Part-Time
172.118.84.2,466,8/24/26 11:06,R_13CiADJlB6gcxuV,34.2271,-118.4501,6942beb275ac8eeec375297a,placebo,12.042,20.239,52.203,4,0,0,17.993,0,60,30,10,7.379,42.829,45.826,5,I would like to believe that there might be some higher power so I voted more towards that mindset I wouldnt mind tho if it was all up to chance so that was my second option,5.248,5.248,98.201,1,4,5,21.056,33.874,35.201,5,90,15.774,15.774,16.587,1,79,2,2,4,3,0,1,2,4,4,1,42,96,2,I was brought up Catholic but dont practice too much anymore,3,440,42,Male,White,United States,United States,United States,English,No,Due to start a new job within the next month
109.121.29.191,514,8/24/26 11:11,R_6nuuFJCh95vsOvD,39.0469,-77.4903,695bb7e46ea982736787d035,placebo,4.074,19.702,23.46,4,0,0,13.137,0,50,0,50,9.468,15.048,25.056,2,I went with my scientific believe I also went with my instincts its a natural option foe me to select knowing that,9.068,44.856,88.861,2,4,3,5.339,11.535,24.185,2,51,2.511,4.805,5.356,2,54,4,4,4,3,8,3,3,3,3,1,33,86,2,,3,3341,33,Male,Black,Nigeria,United States,United States,English,No,Full-Time
71.205.250.178,370,8/24/26 11:06,R_7OSO9vnNaHriOl3,39.4895,-104.8447,696014bfd6c35394d6e3cf79,placebo,10.276,10.276,28.463,1,7.91,7.91,13.55,1,20,40,40,4.481,38.442,45.529,4,I have balanced these two viewpoints by attributing equal weight to a creator and to natural physical laws as the remarkable order and fine tuning of our universe can suggest deliberate design whereas empirical science demonstrates how natural processes can operate independently,7.315,113.38,115.46,2,4,3,8.947,15.843,17.97,2,35,12.452,22.726,23.781,2,16,4,2,3,5,0,1,4,4,4,1,47,100,1,Spiritual christian,3,4478,47,Male,White,United States,United States,United States,English,No,Full-Time
73.189.32.88,480,8/24/26 11:05,R_7B2SAmwaSt12DO9,37.7688,-122.262,69602ed466210b12d295a605,placebo,17.711,64.422,67.412,9,0,0,22.278,0,15,65,20,4.401,29.704,30.686,9,I do believe the universe reacts in a specific set way due to the physical and biological needs of the planets and the influence of us as people But there is so much unknown out there we cant rule out the possibilities that there is something or someone that influences how things are working,2.2,156.278,157.132,4,3,3,7.49,29.809,30.901,5,50,21.278,53.291,54.431,3,31,4,4,3,3,0,1,5,5,5,1,50,90,11,Agnostic,3,2038,50,Female,Asian,United States,United States,United States,English,No,Unemployed (and job seeking)
68.45.84.12,416,8/24/26 11:17,R_7xsVygZLAZrCzUB,41.107,-85.0663,6960343acf19206f6efe5fbb,placebo,2.398,32.028,33.726,4,0,0,26.856,0,0,80,20,20.98,42.312,46.331,4,I think science is behind everything we encounter or experience but I also think theres a lot that is not yet known so I allow for some uncertainty in my answer,1.995,89.153,112.101,2,3,2,6.942,14.641,15.887,3,70,15.145,15.145,16.027,1,46,3,2,3,3,0,2,3,5,5,1,59,85,2,Raised Catholic but no longer attend services as I have a hard time following a human led religion especially one that devalues women,3,1839,59,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
99.112.148.73,260,8/24/26 11:01,R_6Qvcl3BJ3ywv4mR,33.9555,-118.2863,69609fdd829e72a1cb467b08,placebo,19.586,19.98,28.976,2,0,0,15.121,0,15,15,70,16.263,25.203,30.21,8,For the most part I think its unknowable but I dont want to dismiss the notions that it could be either directed or undirected because that ties into the unknowable It COULD be those things as well well just likely never know,2.007,2.007,58.6,1,2,4,5.554,15.94,17.451,2,51,6.963,6.963,7.738,1,60,3,4,4,4,0,1,3,5,5,1,45,90,10,Atheist but perhaps a bit spiritual,3,1009,45,Male,Asian,Germany,United States,Philippines,English,No,Full-Time
97.102.161.18,413,8/24/26 11:04,R_3fJq4kj04yVPL8i,28.6225,-81.4317,698df7bb0525b7a3b516bff8,placebo,49.235,49.235,50.437,1,0,0,25.865,0,30,50,20,37.413,50.937,54.767,3,I think the most likely scenario is that the universe operates via a set of scientific laws and was not created by a divine entity It is also possible that we will never fully be able to explain the universe,6.089,76.399,79.102,3,3,4,7.436,17.13,19.183,3,71,13.136,17.763,19.301,2,67,3,4,4,3,0,2,3,5,4,1,38,86,11,I dont practice any religion,3,815,38,Female,White,United States,United States,DATA_EXPIRED,English,No,Full-Time
104.176.235.94,271,8/24/26 11:00,R_1nYIGrAKw2U8JVt,25.8906,-80.1784,698f5ccad85b8eec270337ed,placebo,0,0,35.568,0,0,0,13.495,0,100,0,0,8.349,8.349,14.458,1,Life is by design Human nature is flawed by design There is a higher power This world is an orchestration with a composer,2.883,2.883,70.601,1,5,3,7.24,14.339,15.965,2,79,8.725,9.724,11.2,2,72,3,3,5,1,0,6,1,1,1,1,43,84,5,Christian,3,2827,43,Female,White,United States,United States,United States,English,No,Full-Time
47.153.173.219,452,8/24/26 11:09,R_1nl8oNIc78tv0y5,33.6598,-117.3485,69a485460eccc24bfdc63c39,placebo,7.8,7.8,11.787,1,0,0,3.784,0,100,0,0,4.325,5.162,6.685,4,I distrubuted this to the knowable option because I believe in our scientists They work extra hard in order for us to use certain things in our lives They are the backbone of society and need to be compensated more,1.763,1.763,33.675,1,4,4,1.639,3.03,3.87,2,64,3.266,3.266,3.857,1,33,3,2,4,4,0,1,5,5,5,1,27,50,10,No religion,3,3942,27,Male,Asian,United States,United States,United States,English,No,Full-Time
108.32.48.191,710,8/24/26 11:09,R_1QrMQMvq4MEUsvv,40.4725,-79.9109,69a76003f46052b2b3dd62d7,placebo,0,0,186.738,0,0,0,44.501,0,20,10,70,143.458,159.971,164.201,3,I dont think most things are random I think there is a certain design and personally I do very much believe in God,1.93,1.93,35.689,1,4,1,7.011,19.987,22.296,2,50,10.038,10.038,11.729,1,80,1,2,4,2,10,6,1,1,1,1,47,40,2,I am a Christian,3,1357,47,Female,White,United States,United States,United States,English,No,Part-Time
50.39.126.18,297,8/24/26 11:14,R_5Os3zCmhJfeYQ87,45.4982,-122.4315,69ade7801b4396a6e9b08997,placebo,0,0,23.586,0,0,0,18.754,0,80,5,15,10.343,16.511,17.8,3,For me I feel like there is a higher power There is always a little doubt because one is not 100% sure,19.772,19.772,74.281,1,3,3,3.328,5.625,5.951,3,41,54.845,54.845,55.572,1,33,3,4,4,4,23,3,1,1,1,1,31,89,13,Im a member of the bahai faith,3,1571,31,Female,Other,United States,United States,United States,English,No,Full-Time
172.59.137.3,476,8/24/26 11:08,R_1JD9gMov1hGluQN,40.4295,-80.0152,69befb5d87e7b3e1a3c78ccc,placebo,11.44,78.294,83.401,13,12.862,18.801,20.399,3,80,0,20,3.536,27.921,28.6,6,I believe it quantum immorality reincarnation and also a universal conscious that existed as one before this physical realm was of reality I believe astrological alignments also prove of some type of design not to mention all the subliminal message Hollywood puts out there,4.001,4.001,116.002,1,5,3,4.801,15.1,17.255,3,83,12.079,19.301,20.324,4,85,1,5,3,1,0,1,1,5,5,1,27,35,13,I am spiritual not religious,3,760,27,Male,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
67.172.26.138,435,8/24/26 11:05,R_7kER5k3RjoIhwKw,40.3245,-79.7011,69c093d33989aa791c4e8b2d,placebo,0,0,55.442,0,0,0,95.862,0,0,40,60,20.249,23.014,25.186,2,There is now way to determine how some things are the way that they are and a lot of the time it seems that things just happen or exist I put the majority of the points on not knowing and the rest on the fact that things can just happen without reason,2.155,2.155,52.174,1,3,5,4.469,9.757,10.923,2,70,5.711,7.613,9.514,2,10,1,4,4,1,0,1,5,5,5,1,36,90,11,I am not religious and do not have a religion I follow or believe in I consider myself to be Agnostic,3,1640,36,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
